date,Station_No,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity
24-02-2021 16:00,1,32.48833333,15.32,56.37081667,1467.262,102.9767667,355.8833333,25.78,61.42666667
24-02-2021 16:00,2,28.44333333,14.02666667,62.94686667,0.0,52.5078,323.1333333,25.92166667,62.03333333
24-02-2021 16:00,3,27.41166667,13.33666667,72.72915,1135.304,66.5287,359.8133333,26.21833333,60.26166667
24-02-2021 16:00,4,25.27166667,13.01166667,36.9044,1150.966,44.19563333,289.0733333,26.19333333,60.94333333
24-02-2021 16:00,5,27.62333333,14.40166667,47.112,1260.409,45.13663333,275.9733333,26.07166667,60.89333333
24-02-2021 16:00,6,27.24545455,14.38181818,49.61036364,1243.41,92.47463636,327.5,25.72727273,62.8
24-02-2021 17:00,1,45.67333333,20.24666667,88.95661667,1020.131,125.1843667,347.5866667,27.42166667,63.38
24-02-2021 17:00,2,43.32833333,18.8,77.9311,0.0,63.95663333,330.9933333,27.565,64.32166667
24-02-2021 17:00,3,39.77833333,17.70833333,65.1716,829.131,76.37783333,312.2166667,28.005,62.03666667
24-02-2021 17:00,4,38.55833333,17.60666667,47.14471667,876.881,55.92676667,295.6233333,27.48666667,64.055
24-02-2021 17:00,5,38.075,18.00333333,60.68941667,1002.368,54.4839,291.2566667,27.64,63.25
24-02-2021 17:00,6,30.54,15.22,59.2826,1155.168,106.8976,324.88,26.7,62.1
05-03-2021 10:00,1,45.66,20.72166667,46.81755,492.398,54.26433333,230.56,28.145,51.85
05-03-2021 10:00,2,42.26833333,19.54166667,36.02105,0.0,22.4899,330.5566667,28.30833333,51.835
05-03-2021 10:00,3,39.24833333,18.02666667,24.50478333,483.612,27.0067,261.1266667,28.59333333,50.67666667
05-03-2021 10:00,4,34.245,16.735,9.553266667,502.712,16.21656667,245.4066667,28.29833333,51.94166667
05-03-2021 10:00,5,36.85666667,18.425,16.62006667,437.581,19.60416667,275.5366667,28.78166667,50.23833333
05-03-2021 10:00,6,31.43478261,11.18695652,2.645782609,1450.935652,39.44017391,519.4434783,25.66956522,48.92608696
05-03-2021 11:00,1,62.36333333,28.44666667,68.01795,1236.152,99.77736667,266.3666667,26.94166667,57.79833333
05-03-2021 11:00,2,57.54166667,26.73833333,67.26546667,0.0,47.95963333,289.51,27.09333333,57.64
05-03-2021 11:00,3,53.23333333,24.65833333,49.33673333,981.931,51.50406667,239.2933333,27.22833333,56.925
05-03-2021 11:00,4,47.12166667,22.62833333,32.42221667,981.358,39.08286667,239.73,27.21833333,57.3
05-03-2021 11:00,5,51.05333333,25.02166667,43.25143333,868.095,41.2158,259.8166667,27.37,56.54166667
05-03-2021 11:00,6,23.18125,10.45625,0.8588125,1120.93125,31.75875,379.9,24.43125,46.21875
05-03-2021 14:00,1,34.555,16.40333333,60.39496667,890.442,88.8304,292.5666667,27.16833333,57.28333333
05-03-2021 14:00,2,30.56833333,15.25166667,61.96536667,0.0,48.02236667,314.4,27.38166667,56.92333333
05-03-2021 14:00,3,29.155,14.26333333,46.85026667,744.327,51.53543333,264.62,27.41166667,56.54166667
05-03-2021 14:00,4,23.425,12.48333333,26.40235,753.304,37.8282,263.31,27.56166667,56.40333333
05-03-2021 14:00,5,29.65166667,15.82666667,39.58716667,684.735,39.4279,284.7066667,27.62,55.93833333
05-03-2021 14:00,6,20.82,8.946666667,8.768066667,11551.68,27.22626667,379.9,22.47333333,44.65333333
05-03-2021 15:00,1,40.08166667,18.12833333,61.0493,1008.289,91.43383333,295.6233333,27.16833333,57.88833333
05-03-2021 15:00,2,38.215,18.04,64.05923333,0.0,48.7438,314.4,27.46666667,57.435
05-03-2021 15:00,3,34.02166667,15.83166667,47.8972,836.771,51.59816667,266.3666667,27.445,57.055
05-03-2021 15:00,4,30.115,14.97833333,26.66408333,821.109,37.8282,262.0,27.60833333,57.01
05-03-2021 15:00,5,32.46833333,16.29666667,42.46623333,797.043,40.3689,288.2,27.70833333,56.305
05-03-2021 15:00,6,14.16610169,7.805084746,35.00128814,1201.551864,73.55749153,389.8915254,22.35084746,46.73898305
05-03-2021 16:00,1,57.42833333,26.07833333,53.85163333,836.962,87.19933333,292.5666667,27.38666667,56.07666667
05-03-2021 16:00,2,53.38666667,24.93,63.53576667,0.0,48.30466667,314.8366667,27.795,55.41666667
05-03-2021 16:00,3,48.50166667,22.435,45.44345,720.07,50.65716667,265.93,27.595,55.53666667
05-03-2021 16:00,4,41.825,20.35666667,22.70536667,729.429,36.73036667,263.7466667,27.79333333,55.195
05-03-2021 16:00,5,47.73166667,23.62833333,39.52173333,677.859,38.23596667,288.2,27.88166667,54.73666667
05-03-2021 16:00,6,11.99285714,7.485714286,31.17430952,904.5214286,70.08209524,252.6428571,21.99285714,44.71190476
11-03-2021 17:00,1,52.865,22.53,81.75895,1041.905,113.1082,339.29,29.015,57.75333333
11-03-2021 17:00,2,48.055,21.31166667,60.78756667,0.0,51.72363333,341.91,29.34,57.68833333
11-03-2021 17:00,3,29.57272727,12.55454545,82.62445455,1235.596364,81.09709091,335.8363636,24.22727273,60.46363636
11-03-2021 17:00,4,37.60666667,17.17666667,37.52601667,965.123,34.3465,328.3733333,29.28666667,57.54166667
11-03-2021 17:00,5,41.82666667,19.83,64.15738333,705.363,50.5317,314.8366667,29.20666667,57.22166667
11-03-2021 17:00,6,29.54,13.76666667,53.91706667,1290.396,107.0230667,349.3333333,23.72,60.24
12-03-2021 10:00,1,89.38833333,37.09666667,83.39478333,1560.852,74.18216667,365.49,30.235,56.02166667
12-03-2021 10:00,2,65.78666667,35.31666667,67.78893333,0.0,32.96636667,417.0166667,30.03833333,56.51
12-03-2021 10:00,3,37.84444444,12.8,0.0,10613.23333,0.0,335.8363636,22.45555556,48.93333333
12-03-2021 10:00,4,61.33833333,27.23166667,46.88298333,1542.707,18.22403333,394.31,30.06666667,56.13833333
12-03-2021 10:00,5,73.66666667,32.96666667,63.4049,1290.969,40.5571,417.0166667,30.38666667,55.635
12-03-2021 10:00,6,40.33846154,14.59230769,0.453,21092.57077,4.198307692,349.3333333,23.31538462,51.53846154
26-03-2021 16:00,1,58.58166667,19.62333333,95.63081667,772.213,106.7094,370.2933333,32.845,52.90166667
26-03-2021 16:00,2,42.29545455,14.725,17.44393182,0.0,6.244818182,417.0166667,32.80909091,53.59318182
26-03-2021 16:00,3,49.98166667,16.56833333,59.44618333,1435.556,6.994766667,604.7833333,33.84166667,51.95333333
26-03-2021 16:00,4,90.73,23.23333333,71.8458,1099.205,30.36293333,489.0666667,33.46,53.62833333
26-03-2021 16:00,5,42.45166667,15.835,133.6475833,1935.594,66.96783333,638.8433333,33.16333333,54.21166667
26-03-2021 16:00,6,145.9762712,60.64745763,87.40340678,2543.731525,77.70427119,349.3333333,33.82033898,51.98983051
26-03-2021 17:00,1,51.22166667,18.42666667,91.96655,687.6,124.5256667,334.4866667,31.60166667,55.78833333
26-03-2021 17:00,2,43.73833333,15.795,72.46741667,0.0,30.64523333,654.1266667,31.44833333,58.77666667
26-03-2021 17:00,3,55.25166667,17.55666667,73.84151667,1950.683,32.58996667,611.77,32.46166667,55.88166667
26-03-2021 17:00,4,81.055,23.94333333,55.09486667,1002.177,30.55113333,394.7466667,32.37333333,53.41666667
26-03-2021 17:00,5,42.06833333,16.28166667,115.0645167,2417.678,71.516,674.65,32.06166667,57.39166667
26-03-2021 17:00,6,237.3016667,103.68,93.76596667,2776.758,100.3419667,349.3333333,32.42666667,56.24
26-03-2021 18:00,1,44.19512195,17.56829268,89.05317073,660.2078049,123.3857561,310.5658537,30.6902439,58.69268293
26-03-2021 18:00,2,45.3047619,17.70238095,107.3574048,0.0,54.21952381,515.2666667,30.51428571,62.53809524
26-03-2021 18:00,3,48.85227273,16.11818182,67.94656818,1710.144545,42.00281818,517.45,31.60227273,56.02954545
26-03-2021 18:00,4,59.17179487,22.05128205,68.95666667,1160.398462,48.98025641,392.3282051,31.4025641,57.05384615
26-03-2021 18:00,5,38.6625,15.0225,95.30365,1715.562,64.69375,533.825,31.34,57.07
26-03-2021 18:00,6,235.5357143,105.1714286,88.70890476,2152.024286,106.2881905,693.6761905,31.76190476,57.30238095
09-04-2021 16:00,1,80.82166667,33.37166667,170.781,989.189,177.2530333,233.18,30.73833333,69.275
09-04-2021 16:00,2,59.40666667,30.06166667,110.2551667,0.0,47.26956667,368.5466667,30.0,71.30333333
09-04-2021 16:00,3,0.0,45.16,45.9342,2697.684,30.4884,517.45,30.04,70.38
09-04-2021 16:00,4,102.7145455,40.66727273,108.0363818,1358.947636,57.69185455,386.8072727,27.89636364,92.57636364
09-04-2021 16:00,5,64.19666667,26.465,132.2734833,1799.029,65.1172,472.0366667,29.99833333,73.435
09-04-2021 16:00,6,68.41333333,28.80833333,111.6947,1393.536,89.61456667,383.3933333,30.11833333,70.85166667
09-04-2021 17:00,1,82.67166667,32.78833333,152.0670667,1152.303,161.3815,239.73,29.68666667,69.04
09-04-2021 17:00,2,55.96166667,26.82166667,131.4555667,0.0,61.7296,399.55,28.83166667,76.44333333
09-04-2021 17:00,3,0.0,48.665,102.8939167,1398.502,68.5048,391.69,29.53333333,73.72333333
09-04-2021 17:00,4,97.39,39.895,84.17998333,1070.555,48.14783333,286.89,22.435,34.89166667
09-04-2021 17:00,5,59.60666667,25.81,127.2351167,2988.195,68.25386667,694.3,29.75333333,72.32166667
09-04-2021 17:00,6,67.40833333,28.09333333,107.7359833,1815.837,102.3180667,470.29,29.555,74.34666667
09-04-2021 18:00,1,71.93666667,29.15333333,143.59345,1023.378,142.3419333,214.84,29.15666667,70.95
09-04-2021 18:00,2,51.425,24.87,140.4199333,0.0,74.93496667,320.0766667,27.37,83.25166667
09-04-2021 18:00,3,0.0,43.24,105.9365667,1324.012,73.14706667,347.5866667,26.81,87.37333333
09-04-2021 18:00,4,108.5616667,45.095,91.44308333,1144.281,60.09853333,272.9166667,22.01333333,32.04333333
09-04-2021 18:00,5,44.14666667,20.56333333,157.6943333,2257.62,91.02606667,501.2933333,27.09166667,86.14333333
09-04-2021 18:00,6,79.26166667,29.09333333,121.41155,1555.504,116.5899,382.0833333,27.41166667,83.5
09-04-2021 19:00,1,81.62833333,32.46166667,131.7173,999.312,143.0633667,206.5433333,28.82333333,71.52333333
09-04-2021 19:00,2,44.46833333,20.62833333,169.2760333,0.0,84.47043333,234.49,25.52,88.07166667
09-04-2021 19:00,3,0.0,37.41,139.3075667,1342.73,100.8752,282.96,25.09333333,92.10833333
09-04-2021 19:00,4,105.5883333,41.81833333,88.89118333,1291.542,65.36813333,283.8333333,27.95166667,81.91333333
09-04-2021 19:00,5,51.73166667,24.00333333,144.4113667,2953.242,98.0522,600.4166667,27.26,84.04833333
09-04-2021 19:00,6,48.57833333,23.79166667,122.0331667,1516.54,127.7564333,338.4166667,27.07333333,83.02166667
09-04-2021 20:00,1,78.66333333,31.76666667,134.1383333,959.393,155.0454333,192.57,28.445,74.1
09-04-2021 20:00,2,48.89333333,23.87333333,147.4540167,0.0,87.513,305.23,26.67833333,86.84333333
09-04-2021 20:00,3,0.0,43.71833333,124.0943167,1945.526,104.2628,402.17,26.32833333,89.14166667
09-04-2021 20:00,4,103.1,41.16833333,89.02205,1019.94,66.4346,234.0533333,28.17666667,80.32333333
09-04-2021 20:00,5,59.95666667,25.36333333,128.0530333,2885.819,91.8416,599.1066667,27.70166667,83.24666667
09-04-2021 20:00,6,68.77333333,29.065,109.6008333,3205.171,140.8990667,665.0433333,27.52833333,83.905
09-04-2021 21:00,1,79.39333333,32.34666667,134.2692,975.246,163.3576,197.81,28.08166667,77.07333333
